statefp,countyfp,area
"72","011",116.355
"20","183",2323.126
"22","031",2316.928
"53","019",5846.656
"37","035",1077.496
"22","017",2425.746
"37","113",1345.949
"21","105",655.370
"17","099",2973.769
"55","101",2051.641
"08","065",994.327
"06","085",3377.487
"45","019",3517.137
"39","027",1067.839
"08","105",2362.941
"37","179",1656.670
"05","147",1538.474
"30","045",4844.534
"72","137",108.278
"35","039",15271.058
"55","077",1202.958
"53","055",1607.911
"08","047",389.499
"54","003",832.828
"13","165",912.902
"12","121",1792.936
"72","015",92.329
"18","079",979.911
"36","021",1678.842
"16","073",19934.690
"46","057",1393.599
"54","081",1578.201
"26","027",1316.515
"28","099",1480.472
"17","143",1633.124
"27","097",2987.256
"40","091",1844.227
"19","115",1081.368
"36","035",1380.151
"22","101",2899.291
"27","015",1601.300
"21","239",497.320
"56","039",10922.650
"38","059",5037.958
"37","021",1709.262
"48","487",2532.941
"37","117",1182.882
"18","121",1165.477
"19","017",1138.052
"48","343",670.032
"50","001",2092.084
"29","185",1818.331
"16","063",3123.106
"47","039",893.243
"38","041",2936.495
"60","040",151.603
"18","093",1170.490
"21","169",754.178
"29","155",1329.787
"48","319",2414.430
"54","099",1326.365
"36","101",3636.561
"18","073",1453.992
"46","067",2109.339
"46","043",1123.192
"24","047",1799.688
"40","095",1105.874
"05","063",1998.409
"05","085",2080.600
"01","033",1614.903
"37","145",1047.360
"20","195",2330.009
"13","181",666.398
"31","095",1490.969
"29","145",1622.822
"06","037",
"28","073",1294.981
"30","033",12559.099
"28","015",1643.568
"48","203",2371.791
"40","131",1842.754
"48","103",2035.016
"26","001",4637.754
"29","225",1537.841
"18","017",1074.450
"21","129",547.157
"49","003",17428.670
"13","319",1170.545
"08","025",2072.851
"31","041",6671.691
"28","011",2346.057
"48","407",1626.282
"39","139",1295.192
"48","257",2091.703
"04","011",4784.875
"13","061",562.641
"69","100",624.190
"41","037",21647.392
"13","283",524.335
"48","317",2371.657
"19","097",1682.474
"13","043",644.539
"01","037",1725.838
"18","163",612.883
"34","023",836.330
"25","005",1790.011
"36","115",2190.841
"35","023",8929.344
"08","083",5283.199
"29","039",1291.509
"30","013",7022.636
"26","093",1516.194
"46","079",1489.663
"37","033",1110.337
"51","019",2010.724
"05","143",2466.608
"51","169",1395.892
"08","095",1782.027
"28","105",1196.400
"21","071",1024.872
"37","087",1436.152
"13","321",1488.609
"21","235",1152.852
"31","133",1121.331
"32","007",44553.808
"32","019",5242.776
"40","039",2595.253
"39","127",1068.335
"51","670",28.046
"06","015",3184.861
"40","127",3684.422
"13","101",1089.659
"37","017",2298.899
"29","219",1133.819
"55","081",2351.917
"21","225",941.142
"27","145",3599.997
"47","025",1143.672
"69","085",
"21","109",897.459
"22","033",1217.903
"30","101",5037.896
"13","249",434.661
"16","043",4911.074
"55","017",2696.862
"21","199",1753.821
"13","173",517.450
"28","107",1826.282
"48","121",2468.013
"19","047",1851.937
"13","027",
"13","201",734.683
"22","003",1983.718
"30","095",4677.284
"36","015",1063.913
"29","031",1518.573
"31","069",4482.945
"54","091",455.008
"72","119",231.885
"48","015",1700.012
"51","147",916.436
"12","049",1652.770
"18","177",1047.241
"21","147",1116.147
"49","039",4149.951
"20","093",2255.830
"50","023",1800.606
"40","105",1504.364
"29","015",1949.044
"51","131",2059.700
"29","137",1735.720
"54","039",2359.272
"51","025",1474.922
"37","181",695.892
"56","015",5781.281
"13","009",694.831
"12","073",1817.635
"21","207",732.645
"25","023",2831.622
"39","053",1220.393
"01","067",1471.914
"29","013",2205.064
"28","089",1921.877
"48","227",2341.881
"06","091",2491.994
"47","065",1491.296
"25","025",311.378
"17","067",2109.362
"17","113",3072.402
"55","033",2237.476
"42","127",1944.082
"30","015",10351.392
"35","059",9922.334
"37","155",2458.512
"05","083",1895.826
"05","091",1651.513
"05","001",2677.392
"37","151",2045.997
"40","081",2501.353
"18","129",1086.047
"42","031",1579.488
"46","087",1494.081
"08","081",12304.749
"21","237",576.924
"45","015",3195.776
"39","111",1184.813
"27","027",2726.357
"12","027",1655.271
"08","043",3972.900
"51","075",748.793
"30","031",6821.448
"31","143",1141.257
"34","005",2124.271
"33","007",4740.478
"48","037",2390.465
"40","133",1658.953
"32","033",23039.785
"13","081",727.646
"36","053",1712.745
"18","081",833.435
"29","223",2004.817
"26","087",1716.759
"22","027",1987.599
"47","017",1554.235
"13","197",951.770
"29","175",1263.472
"41","039",12236.364
"31","013",2791.584
"21","083",1442.073
"35","053",17218.907
"39","007",3542.858
"13","163",1371.831
"53","065",6579.441
"49","041",4968.261
"46","075",2514.586
"51","840",23.864
"28","077",1128.442
"72","109",194.770
"23","011",2463.531
"21","161",638.206
"48","129",2416.578
"02","070",
"40","049",2107.563
"49","015",11582.088
"40","021",2009.895
"19","127",1484.579
"55","027",2349.381
"06","039",5576.864
"30","037",3044.363
"24","039",1580.798
"31","167",1116.290
"51","081",768.721
"21","135",1283.031
"24","029",1070.819
"35","029",7680.211
"46","011",2084.776
"35","031",14130.879
"23","021",11339.065
"42","091",1261.872
"26","011",1762.941
"53","027",5759.105
"20","081",1496.683
"54","097",918.810
"72","035",134.578
"39","075",1098.101
"12","097",3900.619
"55","103",1526.274
"56","033",6543.462
"48","113",2353.310
"36","017",2327.441
"42","081",3221.518
"28","063",1365.609
"30","103",2549.642
"46","093",9020.420
"08","041",5515.602
"05","117",1749.781
"23","007",4516.512
"21","165",533.368
"26","029",3601.220
"39","165",1054.906
"39","083",1371.773
"51","105",1132.519
"18","183",875.195
"05","139",2733.057
"08","005",
"23","003",17682.890
"28","065",1059.663
"47","047",1829.134
"31","107",2951.866
"41","067",1881.974
"50","025",2067.379
"08","109",8211.003
"48","077",2892.379
"48","177",2770.909
"12","129",1905.518
"12","127",3709.997
"05","113",2233.236
"18","069",1004.190
"18","099",1164.829
"27","045",2232.802
"23","001",1287.537
"41","035",15895.328
"36","075",3398.228
"51","167",1233.971
"51","510",39.750
"06","067",2575.410
"06","009",2685.627
"33","009",4531.714
"47","081",1586.699
"36","077",2630.801
"21","201",259.280
"47","089",814.076
"08","085",5808.948
"51","760",162.055
"22","055",697.239
"48","237",2383.110
"24","013",1172.465
"53","031",5666.627
"38","097",2233.698
"29","177",1486.488
"28","125",1126.956
"51","750",25.920
"72","005",195.746
"18","119",1004.478
"53","013",2262.187
"20","171",1858.843
"01","071",
"21","197",466.512
"39","057",1078.098
"48","187",1851.293
"53","029",1339.865
"19","177",1270.486
"42","089",1598.252
"05","101",2132.063
"16","017",4967.941
"13","047",420.770
"16","011",5491.375
"38","105",5562.796
"46","005",3275.846
"38","007",2986.558
"13","211",918.463
"30","007",3206.684
"49","053",6294.819
"13","135",1131.267
"53","051",3692.036
"51","017",1384.666
"30","053",9518.015
"48","229",11839.797
"26","057",1480.468
"05","021",1661.312
"54","109",1299.704
"29","085",1066.363
"39","101",1046.767
"06","011",2994.942
"18","159",674.866
"27","155",1517.346
"37","143",851.929
"22","081",1042.067
"48","207",2357.569
"40","083",1939.472
"22","023",5015.959
"48","221",1131.406
"46","117",3929.445
"01","025",3244.152
"13","065",2134.133
"19","035",1494.604
"05","077",1604.503
"13","239",415.861
"09","005",2446.463
"02","185",245603.186
"23","015",1811.988
"51","830",23.572
"48","135",2335.698
"37","199",811.135
"48","017",2143.623
"21","173",514.989
"17","003",654.207
"16","083",4995.277
"26","055",1557.396
"20","041",2206.527
"40","129",2969.192
"45","039",1838.585
"72","075",277.446
"08","121",6537.015
"48","033",2346.664
"20","131",1863.333
"06","005",1569.404
"05","125",1892.017
"20","119",2536.481
"30","071",13499.272
"46","037",2825.917
"18","001",880.509
"22","011",3019.501
"48","001",2792.010
"51","033",1391.431
"46","051",1780.703
"42","129",2683.451
"27","135",4346.386
